Айдаров Нургазы Абдыраевич,нет номера,"Өмүрбаяны
 1966-жылдын 16-январында Ош облусунун Алай районундагы Гүлчө айылында туулган. Жогорку билимдүү.
1986-жылы Кыргыз Мамлекеттик университетин аяктаган.
Эмгек жолун 1986-жылы Ош комбинатында элге керектөөчү товарлар өндүрүшү боюнча нормалоочу болуп иштөө менен баштаган.
1988-1989-жылдары «Индпошив одежды» фабрикасында комсомол комитетинин катчысы.
1989-жылы Кыргызстан ЛКЖСнын Ош шааркоомунун  жаштардын социалдык-экономикалык  проблемалары бөлүмүнүн башчысы.
1989-1991-жылдары Кыргызстан ЛКЖСнын Кара-Суу РКсынын биринчи катчысы.
1991-1992-жыдары «Ош-Памир» биржалык соода үйүнүн маркетинг жана бааларды коюу боюнча директорунун орун басары.
1992-жылы «Рембыттехника» заводунун директорунун орун басары болуп эмгек кылган.
1992-1997-жылдары «Каз-Кыр» СПсынын башкы директору.
1997-2003-жылдары «Экспорт-Астык» компаниясынын түштүк регион боюнча директор болуп иштеген.
2003-2005-жылдары «Си-БУ» ЖЧКсынын вице-президенти.
2005-2007-жылдары Ага Хан Фондунун Региондук өнүгүү жана прогресс боюнча программасынын региондук менеджери болуп иштеген.
2000-2005-жылдары Кыргыз Республикасынын Жогорку Кеңешинин II чакырылышынын Эл өкүлдөрү палатасында депутат болгон.
2007-жылы Жогорку Кеңештин IV чакырылышына депутат болгон.
2010-жылдын октябрынан Кыргыз Республикасынын Жогорку Кеңешинин V чакырылышына «Ата-Журт» идеалисттик демократиялык саясий партиясынан тизме боюнча депутат болгон.
2020-жылдын май айынан тартып, бүгүнкү күнгө чейин Кыргыз Республикасынын Жогорку Кеңешинин VI чакырылыштагы депутаты.
Кыргыз Республикасынын Мамлекеттик кызматынын 2-класстагы Мамлекеттик кеңешчиси.
Үй-бүлѳлү, үч баланын атасы."
,нет номера,Нет даныых
Айдаров Салайдин Абдираевич,нет номера,"Өмүрбаяны
 Айдаров Салайдин Абдираевич 1969- жылдын 17-июлунда Ош облусунун Алай районунун Гүлчө айылында туулган.
Жогорку билимдүү. 1992- жылы Бишкек шаарынын К. И. Скрябин атындагы айыл-чарба институтун «окумуштуу аграном» кесиби боюнча аяктаган. 1996- жылы Кыргыз мамлекеттик улуттук университетинин «экономист-менеджер» деген кесибине ээ болгон.
1988-1989 -жылдары Советтик армиясынын катарында кызмат өтөгөн.
1994-2004- жылдары Мамлекеттик бажы кызматында ар кандай кызмат орундарын аркалагап келген.
2009-2010- жылдары Финансылык чалгындоо мамлекеттик кызматында тораганын биринчи орун басары болуп иштеген.
2009- жылы Мамлекеттик бажы кызматына көп жыл эмгек өтөгөнүнө байланыштуу кызмат ордунан бошотулган.
Үй-бүлөлүү, 3 кыз жана 2 уулдун атасы.
2007- жылы Кыргыз Ресубликасынын бажы кызматынын атайын генерал-майор наамын алган.
2015-жылдын 4-октябрында “Кыргызстан” саясый партиясынын тизмеси боюнча VIчакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган."
Айдаров Салайдин Абдираевич,нет номера,"Өмүрбаяны
 Айдаров Салайдин Абдираевич 1969- жылдын 17-июлунда Ош облусунун Алай районунун Гүлчө айылында туулган.
Жогорку билимдүү. 1992- жылы Бишкек шаарынын К. И. Скрябин атындагы айыл-чарба институтун «окумуштуу аграном» кесиби боюнча аяктаган. 1996- жылы Кыргыз мамлекеттик улуттук университетинин «экономист-менеджер» деген кесибине ээ болгон.
1988-1989 -жылдары Советтик армиясынын катарында кызмат өтөгөн.
1994-2004- жылдары Мамлекеттик бажы кызматында ар кандай кызмат орундарын аркалагап келген.
2009-2010- жылдары Финансылык чалгындоо мамлекеттик кызматында тораганын биринчи орун басары болуп иштеген.
2009- жылы Мамлекеттик бажы кызматына көп жыл эмгек өтөгөнүнө байланыштуу кызмат ордунан бошотулган.
Үй-бүлөлүү, 3 кыз жана 2 уулдун атасы.
2007- жылы Кыргыз Ресубликасынын бажы кызматынын атайын генерал-майор наамын алган.
2015-жылдын 4-октябрында “Кыргызстан” саясый партиясынын тизмеси боюнча VIчакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган."
,нет номера,Нет даныых
Айнакулов Мухтарбек Айнакулович,нет номера,"Өмүрбаяны
 1957-жылдын 13-ноябрында Чүй облусунун Жайыл районундагы Сосновка айылында туулган.
Жогорку билимдүү. 1977-1981 жылдары Москва шаарындагы С. А. Герасимов атындагы Бүткүл россиялык мамлекеттик кинематография институтунда (ВГИК) окуган. 1983-жылдары Москвадагы А. В. Луначарский атындагы Россия театралдык искусство институтун (ГИТИС) «актер, режиссер» адистиги боюнча бүтүргөн.
Эмгек жолун 1983-жылы Ысык-Көл облусунун Пржевальск  шаарындагы К. Жантошев атындагы Ысык-Көл драмалык театырында режиссер, актер болуп иштөө менен баштаган.
2007-2011-жыжлдары Бишкек шаарында «Бишкек-Фильм» студиясында режиссер;
2012-2014-жылдары «Бишкек» эркин экономикалык аймагындагы (ЭЭА) «Сакчы»ишканасынын директорун орун басары.
2014-2015 жылдары «Бишкек» ЭЭАдагы «Сервис» ишканасында жетектөөчү адис болуп иштеген.
2015-жылдын 4-октябрында Кыргызстан Социал-демократиялык партиясынын тизмеси боюнча VI чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган.
Эки баланын атасы."
Айнакулов Мухтарбек Айнакулович,нет номера,"Өмүрбаяны
 1957-жылдын 13-ноябрында Чүй облусунун Жайыл районундагы Сосновка айылында туулган.
Жогорку билимдүү. 1977-1981 жылдары Москва шаарындагы С. А. Герасимов атындагы Бүткүл россиялык мамлекеттик кинематография институтунда (ВГИК) окуган. 1983-жылдары Москвадагы А. В. Луначарский атындагы Россия театралдык искусство институтун (ГИТИС) «актер, режиссер» адистиги боюнча бүтүргөн.
Эмгек жолун 1983-жылы Ысык-Көл облусунун Пржевальск  шаарындагы К. Жантошев атындагы Ысык-Көл драмалык театырында режиссер, актер болуп иштөө менен баштаган.
2007-2011-жыжлдары Бишкек шаарында «Бишкек-Фильм» студиясында режиссер;
2012-2014-жылдары «Бишкек» эркин экономикалык аймагындагы (ЭЭА) «Сакчы»ишканасынын директорун орун басары.
2014-2015 жылдары «Бишкек» ЭЭАдагы «Сервис» ишканасында жетектөөчү адис болуп иштеген.
2015-жылдын 4-октябрында Кыргызстан Социал-демократиялык партиясынын тизмеси боюнча VI чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган.
Эки баланын атасы."
,нет номера,Нет даныых
Акаев  Жанарбек Кубанычович,нет номера,"Өмүрбаяны
 1986-жылдын 13-декабрында Ош облусунун Алай районуна караштуу Кабылан-Көл айылында төрөлгөн.
Билими жогорку. 2011-жылы Ош мамлекеттик университетин журналистика адистиги боюнча бүтүргөн.
2008-2014-жылдары “Азаттык” радиосунун кыргыз кызматында эмгектенген.
2015-жылы Кыргыз Республикасынын Президентинин пресс-катчысы.
2015-жылдын 4-октябрында Кыргызстан социал-демократиялык партиясынын тизмеси боюнча VI чакырылыштагы Жогорку Кеңештин депутаты болуп шайланган. Жогорку Кеңештин Социалдык маселелер, билим берүү, илим, маданият жана саламаттык сактоо боюнча комитетинин мүчөсү.
2015-2017-жж. - Жогорку Кеңештин Социалдык маселелер, билим берүү, илим, маданият жана саламаттык сактоо боюнча комитетинин Төрагасынын орун басары болуп иштеген.
Үй-бүлөлүү. Учурда эки уулду тарбиялоодо.
2011-ж. “Евразиянын алтын калеми” сыйлыгынын ээси.
2014-ж. Мелис Эшимканов атындагы коомдук фонддун “Курч калем” сыйлыгын алган."
Акаев  Жанарбек Кубанычович,нет номера,"Өмүрбаяны
 1986-жылдын 13-декабрында Ош облусунун Алай районуна караштуу Кабылан-Көл айылында төрөлгөн.
Билими жогорку. 2011-жылы Ош мамлекеттик университетин журналистика адистиги боюнча бүтүргөн.
2008-2014-жылдары “Азаттык” радиосунун кыргыз кызматында эмгектенген.
2015-жылы Кыргыз Республикасынын Президентинин пресс-катчысы.
2015-жылдын 4-октябрында Кыргызстан социал-демократиялык партиясынын тизмеси боюнча VI чакырылыштагы Жогорку Кеңештин депутаты болуп шайланган. Жогорку Кеңештин Социалдык маселелер, билим берүү, илим, маданият жана саламаттык сактоо боюнча комитетинин мүчөсү.
2015-2017-жж. - Жогорку Кеңештин Социалдык маселелер, билим берүү, илим, маданият жана саламаттык сактоо боюнча комитетинин Төрагасынын орун басары болуп иштеген.
Үй-бүлөлүү. Учурда эки уулду тарбиялоодо.
2011-ж. “Евразиянын алтын калеми” сыйлыгынын ээси.
2014-ж. Мелис Эшимканов атындагы коомдук фонддун “Курч калем” сыйлыгын алган."
,нет номера,Нет даныых
Акматов Алмазбек Жумабекович,нет номера,"Өмүрбаяны
 1964-жылдын 18-октябрында Нарын областында туулган.
Жогорку билимдүү. 1986-жылы Новосибирcктеги жогорку аскердик-саясый окуу жайын, 2002-жылы Кыргыз Республикасынын Президентинин алдындагы магистратурасын «Менеджмент» багыты боюнча ийгиликтүү аяктаган. 2008-жылы Кыргыз Республикасынын Тышкы иштер министрлигинин Дипломатиялык академиясынын «Эл аралык мамилелер» адистигин аяктаган. 2011-жылы Ж.Баласагын атындагы Кыргыз мамлекеттик университетин «Финансы жана кредит» адистиги боюнча «Экономист» квалификациясы ыйгарылган.
Эмгек жолун 1986–1991-жылдары СССРдин коргоо министрлигинде аскердик-саясий кызматтарда иштеп баштаган.
199-2001-жылдары биргелешкен «Торугарт-Транзит» кыргыз-кытай ЖЧКсынын башчысы.
2001-2002-жылдары Мергенчилик ресурстарды көзөмөлдөө жана коргоо башкы башкармалыгынын (Главохота) башчысы.
2002-2004-жылдары Кыргыз Республикасынын Президентинин башкармалыгынын башчысынын орун басары.
2004-жылы Республикалык жаратылышты коргоо фондунун башчысы. 2005–2006-жылдары Кыргыз Республиканын Президентинин башкармалыгынын башчысы.
2007-2012-жылдары Кыргыз Республикасынын Эсептөө палатасынын Бишкек, Чуй жана Талас областтары боюнча аймактык бөлүмүнүн жетекчиси.
2015-жылдын 4-октябрында VI чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган.
VI чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин Агрардык саясат, суу ресурстары, экология жана региондук өнүгүү боюнча комитетинин төрагасынын орун басары.
Үй-бүлөлүү, 5 баланын атасы."
Акматов Алмазбек Жумабекович,нет номера,"Өмүрбаяны
 1964-жылдын 18-октябрында Нарын областында туулган.
Жогорку билимдүү. 1986-жылы Новосибирcктеги жогорку аскердик-саясый окуу жайын, 2002-жылы Кыргыз Республикасынын Президентинин алдындагы магистратурасын «Менеджмент» багыты боюнча ийгиликтүү аяктаган. 2008-жылы Кыргыз Республикасынын Тышкы иштер министрлигинин Дипломатиялык академиясынын «Эл аралык мамилелер» адистигин аяктаган. 2011-жылы Ж.Баласагын атындагы Кыргыз мамлекеттик университетин «Финансы жана кредит» адистиги боюнча «Экономист» квалификациясы ыйгарылган.
Эмгек жолун 1986–1991-жылдары СССРдин коргоо министрлигинде аскердик-саясий кызматтарда иштеп баштаган.
199-2001-жылдары биргелешкен «Торугарт-Транзит» кыргыз-кытай ЖЧКсынын башчысы.
2001-2002-жылдары Мергенчилик ресурстарды көзөмөлдөө жана коргоо башкы башкармалыгынын (Главохота) башчысы.
2002-2004-жылдары Кыргыз Республикасынын Президентинин башкармалыгынын башчысынын орун басары.
2004-жылы Республикалык жаратылышты коргоо фондунун башчысы. 2005–2006-жылдары Кыргыз Республиканын Президентинин башкармалыгынын башчысы.
2007-2012-жылдары Кыргыз Республикасынын Эсептөө палатасынын Бишкек, Чуй жана Талас областтары боюнча аймактык бөлүмүнүн жетекчиси.
2015-жылдын 4-октябрында VI чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган.
VI чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин Агрардык саясат, суу ресурстары, экология жана региондук өнүгүү боюнча комитетинин төрагасынын орун басары.
Үй-бүлөлүү, 5 баланын атасы."
,нет номера,Нет даныых
